BCI-AV#	Blissymbol	English	Char	Char	5350	1497	212	34	4	1
18265		wire,cable_(OLD)		15216	15459	9009				
18266		wish,desire		24833	8993					
18267		with	Y	12339						
18268		wolf,dingo,wild_dog		12380	15921					
18269		woman,female	Y	16161						
18270		wood,lumber,timber		13365	17775					
18271		wool		13365	16950					
18272		word		15972	15172					
18273		work,employment,job	Y	12335	12335					
18274		work		18274	8993					
18275		work_of_art,art_object		15420	14164	9009				
18276		workbook		12875	18274					
18277		worker		16161	18274					
18278		world	Y	17006	13901					
18279		worm	Y	13901	17189					
18280		worry		15471	25589					
18281		worry		18280	8993					
18282		wow,super,great,neat,cool-(exclamatory)		24961	16225	8998				
18283		wrestling_(activity)		12335	8498	16161	15481			
18284		wrist	Y	12577	26059					
18285		write		15991	8993					
18286		Yahrzeit		12392	13645					
18287		yard	Y	26048	26059					
18288		yawn		15666	17008	8993				
18289		year	Y	17462	26059					
18290		yell,scream		16728		8993				
18291		yellow_(bci)		13377	17462					
18292		yellow_(ckb)		13377	8499					
18293		yen	Y							
18294		yes-(exclamatory)		16225	14947					
18295		yesterday		13639	12352					
18296		yogurt,yoghurt		14377	8487	15468				
18297		Yom_Kippur		13639	14388					
18298		you,yourselves-(feminine_plural)		14165	8498	9011				
18299		you,yourself-(feminine_singular)		14165	8498					
18300		you,yourselves-(masculine_plural)		15414	8498	9011				
18301		you,yourself-(masculine_singular)		15414	8498					
18302		you,yourselves-(plural)		16161	8498	9011				
18465		you,yourself		16161	8498					
18466		you_are_welcome,you're_welcome		14676	14704	8993				
18467		young		13166	8998					
18468		your,yours-(feminine_plural)		14165	8498	12663	9011			
18469		your,yours-(feminine_singular)		14165	8498	12663				
18470		your,yours-(masculine_plural)		15414	8498	12663	9011			
18471		your,yours-(masculine_singular)		15414	8498	12663				
18472		your,yours-(plural)		18298	12663	9011				
18473		your,yours-(singular)		18298	12663					
18474		zebra		14897	15214					
18475		zoo		15969	12378					
20513		cross_(a)	Y	13614	9009					
20514		eternal_life,immortality		15206	15474	13935				
20515		star_of_David_(a)	Y	17251	9009					
20516		therapist		16161	21589					
20517		muscle	Y	12577						
20518		sport	Y	12335	14690					
20519		sail	Y							
20520		sailboat,sailing_boat,yacht	Y	12869						
20521		spaghetti		22129	15214					
20522		sauce,gravy,relish,dressing	Y	17238	18209					
20523		salt_(OLD)		14198	15909	9009				
20524		up_and_down	Y	17983	13869					
20526		tasty,good,appetizing		17506	8998					
20527		mirror	Y	22384	9009					
20528		can,tin,jar	Y							
20530		hard,firm		14667	17493	8998				
20561		religion_(God_based)	Y	14164	14451					
20562		religious		20563	8998					
20563		religion,naturalism	Y	14164	13607					
20564		belief_(supernatural)	Y	14164	24945					
20565		believer_(in_God)		16161	20561					
20566		believer		16161	20563					
20567		Jesus_Christ		15416	21027					
20568		devil_(1)	Y	16161	21061					
20569		devil_(2)		21044	24945	14935	14947			
20570		angel_(2)		21044	24945	15981				
20571		angel_(1)	Y	16161						
20572		family	Y	13427						
20573		religious_ceremony		21096	20563					
20574		religious_ceremony_(God_based)		21096	20561					
20575		marriage,wedding		21096	15425					
20576		marriage_(religious)		20573	15425					
20577		funeral_(religious)		20573	13645					
20578		funeral		21096	13645					
20579		burial		21096	14638					
20580		burial_(religious)		20573	14638					
20581		bury		22841	8993					
20582		poor_(without_possessions)		21306	8998					
20583		football,soccer_(sport)		20518	12621	15189				
20584		baseball_(sport)		20518	12621	25537				
20585		basketball_(sport)		20518	12621	25535				
20586		croquet_(sport)		20518	12621	14666				
20587		bowling_(sport)		20518	25524					
20588		badminton_(sport)		20518	25608					
20589		handball_(sport)		20518	12621	14667				
20590		ice_hockey_(sport)		20518	25619	14919				
20591		field_hockey,hockey_(sport)		20518	25618					
20592		golf_(sport)		20518	25618					
20593		rugby,football_(N.A.)		20518	21807	15189				
20594		wrestling_(sport)		20518	14175	22377				
20595		judo		20518	14175	13902	22377			
20596		boxing_(sport)		20518	14175	14667				
20597		skiing_(sport)		20518						
20598		skiing_(activity)		12335						
20599		board	Y							
20600		stable		14905	14897					
20601		carriage		13127	12835	14897				
20602		tennis,racquet_sports_(OLD)		20518						
20603		table_tennis,ping-pong_(sport)_(OLD)		20602	17493					
20604		beach_tennis_(sport)_(OLD)		20602	12640					
20605		team_(sport)		14646	20518					
20606		snack_(meal)		14377	12669					
20769		bun_(food)	Y	16683						
20770		hamburger		20769						
20771		chocolate_flavouring		14198	22905	9009				
20772		chocolate_drink		13882	22905					
21025		monotheism		20561	8497	14451				
21026		polytheism		20561	15671	14451				
21027		Christianity		20561	14969					
21028		Judaism		20561	17251					
21029		Islam		20561	15659					
21030		Eastern_Orthodox_Church		21027	13902					
21031		Christian_(person)		16161	21027					
21032		Jew		16161	17251					
21033		Muslim,Moslem		16161	15659					
21034		Muhammad,Mohammed,Muhammed		15416	21029					
21035		Allah		14451	21035					
21036		supernatural-(noun)	Y	13424	15471					
21037		Vatican,Vatican_City		13423	13180					
21038		Roman_Catholicism,Roman_Catholic_Church		16483	21037					
21039		protestantism		16483	14969					
21040		grace,grace_of_God	Y	26059	14451					
21041		divine,holy		14451	8998					
21042		bandy_(sport)		20518	25618	14919				
21043		Messiah		15416	14451	15981				
21044		spirit	Y	14164	12639					
21045		soul		21044	16161					
21046		Mary_(Mother_of_Christ)		15662	14969					
21047		Joseph,Saint_Joseph		14157	14969	13901				
21048		prophecy		16728	14417					
21049		prophesy		21048	8993					
21050		prophet		16161	21049					
21051		predict		21049	14139	8993				
21053		follow		12343	22913	8993				
21054		leader,director,guide_(1)	Y	16161	22913					
21055		religious_leader		15182	16483					
21056		bishop		15182	13180					
21057		Pope		15182	21037					
21058		disperse,disseminate,scatter,spread		24887	8993					
21059		apostle		15416	15975	21058	21027			
21060		missionary		16161	21058	16483				
21061		horn(s),antler(s)	Y							
21062		hell		16193						
21063		Adam		15416	14187					
21064		Eve		18269	14187					
21065		Noah		15416	12869	12378				
21066		Abraham		15416	15675	15912				
21067		Moses		15416	13388					
21068		holy_book		12875	14451					
21069		Bible_(Christian)		21068	13180					
21070		Old_Testament		21068	12656	14969				
21071		New_Testament		21068	12348	14969				
21072		Koran		21068	15659					
21073		hymnal,hymn_book		12875	17210	16483				
21074		hymn,psalm,gospel_song		17210	16483					
21075		missal,liturgical_book		12875	12334	16483				
21076		gospel		17272	20567					
21078		appearance,manifestation		12658	15449					
21079		appear		21078	8993					
21080		disappearance		13935	15449					
21081		disappear		21080	8993					
21082		holiness	Y							
21083		holy		21082	8998					
21084		sanctify,consecrate		21082	8993					
21085		saint		16161	21083					
21086		Holy_Infant		12603	21083					
21087		sanctity_of_life		21082	15206					
21088		Holy_City		23151	21083					
21089		Holy_Family		20572	21083					
21090		single_parent	Y	15968	16420					
21091		single_mother	Y	15662	16420					
21092		single_father	Y	14157	16420					
21093		single_parent_family	Y	21090	17252					
21094		family_(group_home)		14647	20572					
21095		religious_event		14114	16483					
21096		ceremony		14114	16194					
21097		meditate		22374	21044	8993				
21098		insight	Y	15449	18278					
21099		confess		16728	14653					
21100		Christian_event		14114						
21101		holy_event		14114	21083					
21102		sacrament		21100	21083					
21103		sacrament_of_baptism		21102	18209					
21104		sacrament_of_confirmation		21102	14183					
21105		sacrament_of_communion		21102	14377					
21106		sacrament_of_absolution		21102	14388					
21107		sacrament_of_holy_orders		21102	16161	12663	14451			
21108		sacrament_of_marriage		21102	15425					
21109		sacrament_of_anointment_of_sick		21102	15914	16164				
21110		confirmation		20573	15162					
21111		bat_mitzvah_(Hebrew)		20573	12324	18269				
21112		bar_mitzvah_(Hebrew)		20573	12324	15416				
21113		circumcision_ceremony		20573	13348					
21116		coffin	Y	13934	16163					
21117		mausoleum		14905	21116					
21118		scatter_ashes		21058	12586	8993				
21281		urn		21282	12586					
21282		vase,urn,trophy_cup	Y							
21283		tomb		16193	21116					
21284		tombstone		16188	14638					
21285		cremation		14183	13645					
21286		cremate		21285	8993					
21287		revelry,revel		15973	14947					
21288		religious_gathering		14427	16483					
21289		awful,dreadful,terrible		12615	14947	8998				
21290		celebration		14114	14676	16437				
21291		celebration_of_life		21290	15206					
21292		misericordia_(forgiveness_from_God)		14388	14451					
21293		forgiveness,pardon		25593	12348					
21294		unforgivable,inexcusable		15474	21293	8998				
21295		shiva_(Judaism)		18217	21296					
21296		mourn		16703	17449	8993				
21297		mystery,unknown	Y	15162						
21298		mysterious,unknown		21297	8998					
21299		miracle		24945	16225					
21300		vision,apparition		14114	24945	15449				
21301		atheism		15474	12660	14451				
21302		Christian_faith		12660	13180					
21303		Christian_hope		23534	13180					
21304		Christian_love		15400	13180					
21305		Christian_charity		13154	13180					
21306		poverty		15474	24925					
21307		impoverish		13135	21306	8993				
21308		abstention		13649	15474	12334				
21309		obedience		12334	13100	14461				
21310		preach		16728	21311	8993				
21311		persuade,convince		24927	8993					
21312		amen			16483					
21313		dead_person		16161	13642					
21314		dead_(the_dead)		21313	9011					
21315		corpse,cadaver,carrion		12870	13642					
21316		resurrection		17983	13642					
21317		ritual		12334	16194	16487				
21318		perseverance		12334	16487	14947				
21319		persevere		21318	8993					
21320		convert_(belief)		13151	8993					
21321		conversion_(belief)		13151	12660					
21322		fast,go_without_food		13649	15474	14377				
21323		fast		21323	8993					
21324		Ramadan		21323	15649	15659				
21325		forefather		14157	15975					
21326		foremother		15662	15975					
21327		ancestor		15968	15975					
21328		all_knowing		15162	12360	8998				
21329		all_powerful		12322	12360	8998				
21331		unending,endless		15474	13935	8998				
21332		eternal_(OLD)		24892	8998					
21333		interrogate		12588	14947	8993				
21334		beg,plead		12588	8487	16204	8993			
21335		command,order		16728		12334	8993			
21336		demand		16728	18035	14947	8993			
21337		proclaim,announce		21338	8993					
21338		proclamation,announcement		16728	21058					
21339		proclamation_(written)		15962	21338					
21340		flyer		15962	21058					
21341		correctness,rightness		25538	14947					
21342		excellence		21341	14947					
21343		excellent		21342	8998					
21344		perfection		21342	14947					
21345		perfect		21344	8998					
21346		evangelise		21058	15712	16225	8993			
21347		evangelise_(christian)		21058	15712	16225	21027	8993		
21348		drown		24854	8993					
21349		drown_(cause_to)		13135	24854	8993				
21350		desert		13901	15474	18209				
21351		wilderness		13424						
21352		huge		12835	14947	8998				
21353		enormous		21352	14947	8998				
21354		gigantic		21353	14947	8998				
21355		manna		14377	25566					
21356		uninhabited		16193	15474	16161	8998			
21357		fishnet		13365	14190					
21358		incense		17022	17018					
21359		calling,vocation		15206	13175					
21360		calling,profession,career		18274	13175					
21361		nag		16728	16487	8993				
21362		oil_lamp		13919	15914	9009				
21363		goblet,wineglass	Y							
21364		chalice		21363	21083					
21365		ampullae		8498	12880	21083				
21366		paten,holy_tray		13690	21083					
21367		Host,wafer_(in_religious_ceremony)		12895	21083					
21368		altar		17493	21083					
21369		altar_cloth		13365	21368					
21370		vestment		13366	21083					
21371		Christmas_tree		17775	13181					
21372		interview		16445	16161					
21373		interview		21372	8993					
21374		interviewer		16161	21372					
21380		universal,world-wide		18278	12360	8998				
21381		forgiven		21293	8996					
21537		sign		21538	8993					
21538		sign_language		15172	14667					
21539		polder_(Dutch)		13901	23859					
21540		cell	Y		24443					
21541		Euro	Y							
21542		astronomy		23651	17252					
21543		economics		23651	13093					
21544		chemistry		23651	13158					
21545		biochemistry		23651	25525					
21546		biology		23651						
21547		botany		23651	16196					
21548		anthropology		23651	16161					
21549		zoology		23651	12378					
21550		geology		23651	13901					
21551		sociology		23651	15206					
21552		psychology_(OLD)		23651	15471					
21553		history		23651	15975					
21554		archeology,archaeology		21553	17717					
21555		meteorology		23651	18214					
21556		physics		23651	13936					
21557		linguistics		23651	15172					
21558		mathematics,arithmetic,math_(1)		23651	15742					
21559		scientist,academic		16161	23651					
21560		astronomer		16161	21542					
21561		economist		16161	21543					
21562		chemist		16161	21544					
21563		biochemist		16161	21545					
21564		biologist		16161	21546					
21565		botanist		16161	21547					
21566		zoologist		16161	21549					
21567		geologist		16161	21550					
21568		sociologist		16161	21551					
21569		historian		16161	21553					
21570		archeologist,archaeologist		16161	21554					
21571		meteorologist		16161	21555					
21572		linguist		16161	21557					
21573		mathematician_(academic)		16161	21558					
21574		pediatrician,paediatrician		13861	13166					
21575		surgeon		13861	15159					
21576		otolaryngologist		13861	13894	15732	15699			
21577		orthopedist,orthopaedist		13861	12873					
